iter	Logloss
410	0.03380675892
411	0.03369612773
412	0.03346306465
413	0.03325448481
414	0.0330216762
415	0.0328802479
416	0.03271007068
417	0.03254852559
418	0.03232776525
419	0.03213928666
420	0.03196619228
421	0.03178108477
422	0.0316221462
423	0.03149268375
424	0.03130631785
425	0.03109964037
426	0.03095706772
427	0.03079765911
428	0.03064719587
429	0.03041659209
430	0.03022574463
431	0.03007722024
432	0.02988802967
433	0.02975887742
434	0.02966181108
435	0.02950986911
436	0.02937941456
437	0.02918706007
438	0.02900195922
439	0.02894480371
440	0.02881435453
441	0.02864971256
442	0.0284640937
443	0.02831623421
444	0.02817129653
445	0.02799898546
446	0.02783722626
447	0.02769964536
448	0.02758454197
449	0.02744569252
450	0.02728431769
451	0.02712125623
452	0.0269951308
453	0.02685406272
454	0.02667168022
455	0.02655430283
456	0.02637720945
457	0.02624105954
458	0.02612012359
459	0.0259538496
460	0.02579829397
461	0.02568918874
462	0.02556791678
463	0.02541822819
464	0.02524310845
465	0.02510598238
466	0.0249738753
467	0.02488427763
468	0.02474013532
469	0.02456276639
470	0.02439953149
471	0.02425066629
472	0.02411489919
473	0.02400823515
474	0.02390895858
475	0.0237302641
476	0.02356992227
477	0.02343953844
478	0.0233172903
479	0.02318293372
480	0.02304049254
481	0.0229367473
482	0.02282416474
483	0.0227043979
484	0.02256066544
485	0.02242545742
486	0.02229120103
487	0.02213989789
488	0.02203065609
489	0.02191894884
490	0.02180659847
491	0.02164953159
492	0.02155597383
493	0.02141980929
494	0.02128614367
495	0.02115968858
496	0.02104524309
497	0.02096439625
498	0.02084656615
499	0.02073418432
500	0.02063934386
501	0.02051576045
502	0.02041120651
503	0.02029356727
504	0.0201849856
505	0.0200875412
506	0.01997215849
507	0.01988411203
508	0.01978420547
509	0.01969629356
510	0.01964523189
511	0.01952594892
512	0.01944119822
513	0.01933389307
514	0.01920813868
515	0.0191178105
516	0.01901134143
517	0.01890321863
518	0.01879814316
519	0.01869426705
520	0.01858499533
521	0.01851726722
522	0.01838497257
523	0.01828821873
524	0.01816868679
525	0.01810621496
526	0.01802222474
527	0.0179432241
528	0.01783591526
529	0.01772721859
530	0.0176388333
531	0.01755243162
532	0.01749996585
533	0.01744048752
534	0.0173599804
535	0.01727665899
536	0.01720230706
537	0.01711468628
538	0.01703636162
539	0.01693224165
540	0.01685502033
541	0.01675863839
542	0.0166829995
543	0.01661135274
544	0.01653541389
545	0.01647576335
546	0.01641350275
547	0.01631743493
548	0.01625041642
549	0.01617510118
550	0.01606886493
551	0.01601388844
552	0.01593035079
553	0.01583545387
554	0.01575507168
555	0.01566781803
556	0.01559576019
557	0.01550775443
558	0.01542709998
559	0.01536718474
560	0.01528621142
561	0.01518631904
562	0.01511466769
563	0.01501117765
564	0.01492660105
565	0.01487369947
566	0.01485359927
567	0.01479368967
568	0.01473127527
569	0.01467025288
570	0.01458903707
571	0.01451847644
572	0.01444634787
573	0.01439947148
574	0.01432909274
575	0.01425139101
576	0.01418088007
577	0.0141130448
578	0.01403746058
579	0.01397803701
580	0.01390660682
581	0.01384405269
582	0.01374919519
583	0.01368039223
584	0.01362767528
585	0.01358102313
586	0.01352535553
587	0.0134593924
588	0.01339951474
589	0.01335603925
590	0.01327974551
591	0.01321933689
592	0.01315857809
593	0.01312453784
594	0.0130716835
595	0.01299842422
596	0.01294068023
597	0.01287402306
598	0.012826
599	0.01279261598
600	0.01273141615
601	0.01267346749
602	0.01261183349
603	0.01255475488
604	0.01249375524
605	0.01244753841
606	0.0123892418
607	0.01233323684
608	0.01225969514
609	0.01220780258
610	0.01214612567
611	0.01207619585
612	0.01200095918
613	0.01193751811
614	0.01188035529
615	0.01182594452
616	0.01178121304
617	0.01172612186
618	0.01167126267
619	0.01162666028
620	0.01156536325
621	0.01151172622
622	0.01146830368
623	0.0114091005
624	0.01134790345
625	0.01128707806
626	0.01124142285
627	0.01119648646
628	0.01114114663
629	0.0110874139
630	0.01103814148
631	0.01100658495
632	0.01096816344
633	0.01093031895
634	0.01089133304
635	0.01085710635
636	0.01081228057
637	0.01077338445
638	0.01073698628
639	0.0107003905
640	0.01065163628
641	0.01058903216
642	0.01057370828
643	0.01053997445
644	0.01050244228
645	0.01046471007
646	0.01042369415
647	0.01036477191
648	0.01034398889
649	0.01031228142
650	0.01028204053
651	0.01025057775
652	0.0101995647
653	0.01015348676
654	0.01010797355
655	0.01005919064
656	0.0100053266
657	0.009958905524
658	0.009930723294
659	0.00989139331
660	0.009862093229
661	0.009822470367
662	0.009784619583
663	0.009743296056
664	0.009706104258
665	0.009667773265
666	0.009606210352
667	0.00956907565
668	0.00953407608
669	0.009501251671
670	0.009456186741
671	0.009415510905
672	0.009379181717
673	0.009348341525
674	0.009316150869
675	0.009260403872
676	0.009234715842
677	0.009191645981
678	0.00915734996
679	0.009120370701
680	0.009082525618
681	0.009042920158
682	0.009006389759
683	0.008961025827
684	0.008914196848
685	0.008886051662
686	0.008855959652
687	0.00882706851
688	0.008788667517
689	0.008761326702
690	0.008733952229
691	0.008696535908
692	0.008658333354
693	0.008629184743
694	0.008588757292
695	0.008558180844
696	0.008529904926
697	0.008496950603
698	0.008460107848
699	0.008422061883
700	0.008385257408
701	0.008358732391
702	0.008331671922
703	0.00829712574
704	0.008262201771
705	0.008224630273
706	0.008188270776
707	0.008152497916
708	0.008125929161
709	0.008098902459
710	0.008060851362
711	0.008032427726
712	0.007999199807
713	0.007966455714
714	0.007925832236
715	0.007892423086
716	0.007869733951
717	0.007854912478
718	0.007825898692
719	0.00778574189
720	0.007761171443
721	0.00773192347
722	0.007703789828
723	0.007677847092
724	0.007654946136
725	0.007620747862
726	0.00759530118
727	0.007574422835
728	0.007532638648
729	0.007502610459
730	0.007476555431
731	0.00745625254
732	0.007437276723
733	0.007417607817
734	0.007397913878
735	0.007371630929
736	0.007334248088
737	0.007313339245
738	0.007288483787
739	0.007262469695
740	0.007235129982
741	0.007207575518
742	0.007171667171
743	0.007150285494
744	0.007120313318
745	0.007107795018
746	0.007097008181
747	0.007080470772
748	0.007052178071
749	0.007035495501
750	0.007013415536
751	0.006988395694
752	0.006973643332
753	0.006954561444
754	0.006929347571
755	0.006909048084
756	0.006881287694
757	0.006850272703
758	0.006819006146
759	0.006797639206
760	0.006781612983
761	0.006751946671
762	0.00672411029
763	0.006697441058
764	0.006671803778
765	0.006651060423
766	0.006630331297
767	0.006604590271
768	0.00658831969
769	0.006568398444
770	0.006543822752
771	0.00652593533
772	0.006503171863
773	0.006488595917
774	0.006476231377
775	0.006458913793
776	0.006441092154
777	0.006420397314
778	0.00640057525
779	0.006378606029
780	0.00635388293
781	0.006338826276
782	0.006325703245
783	0.006303770223
784	0.006286400409
785	0.006266033585
786	0.00624273653
787	0.006216775979
788	0.006190113711
789	0.006163409157
790	0.00614384701
791	0.006121088684
792	0.006098844443
793	0.006075341286
794	0.006059078576
795	0.006039020584
796	0.006016190154
797	0.006000585956
798	0.0059841492
799	0.005971537168
